آدمیان محصول عشق را تنها بعد از غیبت یار و تلخی صبر و تیرگی یاس درو خواهند کرد.,جبران خلیل جبران
انسان در حقیقت حیوانی وحشی و تنفرانگیز است که ما او را فقط در حالت رام و مهار شده می شناسیم، این حالت را تمدن نامیده‌اند.,آرتور شوپنهاور
اگر از میان جهنم می گذری به راهت ادامه بده.,وینستون چرچیل
من دوستارِ دلیران‌ام: اما شمشیرزنی بس نیست. باید دانست که را به شمشیر باید زد!
وچه بسا در خویشتن‌داری و بگذاشتن و بگذشتن دلیریِ بیشتری هست: از این راه می‌توان خود را برای دشمنی ارزنده تر نگاه داشت!...
دوستان، شما می‌باید خود را برای دشمنانی ارزنده‌تر نگاه دارید. از این رو می‌باید بسیاری را بگذارید و از کنارشان بگذرید.
به ویژه از کنار بسی فرومایگان که در گوش‌ِتان درباره‌یِ ملت و ملت‌ها هیاهو می‌کنند. 
چشمان‌ِتان را از «باد» و «مباد» ایشان پاک نگاه دارید! آن جا حق بسیار است و ناحق بسیار؛ و هرکه بدان‌ها بنگرد خون‌اش به جوش می آید.
دیدن همان و تیغ کشیدن همان! پس به جنگل‌ها رو و شمشیر ات را بخوابان!
راهِ خویش در پیش گیر و بگذار ملت و ملت‌ها به راه‌های خویش روند، که به‌راستی راه‌هایِ تاریکی‌ست که بر آن‌ها دیگر هیچ امیدی پرتوافکن نیست!,فردریش نیچه
دروغ مظهری از شیطان است زیرا شیطان دو نام دارد، یکی شیطان و دیگری، دروغ,ویکتور هوگو
سیاست‌‌مدار کسی است که حوادث فردا و یک‌ماه و یک‌سال آینده را پیش‌بیینی کند و بعد بتواند دلایلی بیاورد که چرا اتفاق نیفتاد.,وینستون چرچیل
ترکیبِ طبایع چو به کام تو دمی است
رو شاد بزی، اگرچه برتو ستمی است
با اهلِ خرد باش، که اصلِ تنِ تو
گردی و نسیمی و غباری و دمی است,حکیم عمر خیام
پدران و استادان، از خود می‌پرسم جهنم چیست؟ به نظر من رنج ناتوانی از دوست‌داشتن است.,فئودور داستایوسکی
نظریه پردازان خودشکوفایی، بر اخلاقیاتی تکاملی باور دارند. برای نمونه، آبراهام مزلو می گوید:«انسان به گونه ای ساخته شده که اصرار دارد موجودی کامل و کامل تر شود و این به معنای اصرار برای رسیدن به همان چیزی است که مردم ارزشهای والا، بزرگواری، مهربانی، شجاعت، صداقت، عشق، از خودگذشتگی و خوبی می نامند.» بنابراین مزلو به پرسش ما برای چه زنده ایم؟ اینگونه پاسخ می دهد که ما زنده ایم تا توانایی هایمان را محقق سازیم. او پرسش بعدی یعنی بر چه اساسی زندگی کنیم؟ را با این ادعا پاسخ می دهد که ارزشهای خوب در ذات ارگانیسم انسانی نهاده شده اند و اگر انسان به خرد ذاتی خویش اعتماد کند، به شیوه ای شهودی آن ها را خواهد یافت.,اروین دیوید یالوم
مردم گاهی از ستمبارگی بهیمی دم می‌زنند، اما این بی‌انصافی و تهمت بزرگی در حق بهائم است؛ جانور نمی‌تواند به ستمبارگی انسان باشد، که ستمش بسیار هنرمندانه است.,فئودور داستایوسکی
برگ‌های کتاب به منزله بال‌هایی هستند که روح ما را به عالم روشنایی پرواز می‌دهند.,فرانسوا ولتر
عشق به اشکال گوناگون از راه می رسد، ولی این سطور به شکل خاصی از تجربه عشق اشاره دارد: نوعی از خود بی خودی وسواس گونه، ذهنیتی افسون شده که تمامی زندگی فرد را در تصرف خویش درمی آورد.
معمولا تجربه چنین حالتی با شکوه است، ولی مواقعی هم هست که شیدایی و از خود بی خودی، بیش از آنکه لذت بیافریند، پریشانی می آورد. گاه امکان به واقعیت پیوستن عشق برای همیشه از میان رفته است، مثل زمانی که دو طرف ازدواج کرده اند و تمایلی هم به چشم پوشی از زندگی مشترکشان ندارند. گاه عشق یک سویه است: یکی عاشق است و دیگری از هر ارتباطی اجتناب می کند یا تنها در آرزوی ارتباط جنسی است. گاه معشوق کاملا دست نیافتنی است: مثلا معلمی است، درمانگر قبلی بیمار یا همسر یکی از دوستانش. اغلب فرد چنان مجذوب عشق می شود که حاضر است از همه چیز - کار، دوستان، خانواده - بگذرد و مدت ها انتظار بکشد تا تنها یک نظر معشوق را ببیند. کسی که در عشقی خارج از حیطه ی زندگی زناشویی گرفتار شده، ممکن است از همسرش فاصله بگیرد، از هر صمیمیتی دوری کند تا رازش پوشیده بماند، حاضر به شرکت در زوج درمانی نشود یا زندگی زناشویی را عمدا در نارضایتی نگه دارد تا رابطه خارج از زناشویی اش را توجیه کند و از بار احساس گناه خود بکاهد.,اروین دیوید یالوم
کنفوسیوس می‌گوید:«بسیار کسان خوشبختی را در بالاتر از آدمی می جویند، و گروهی در پایین‌تر از او؛ ولی خوشبختی درست به‌قامت آدمی است.» بنابراین به تعداد قامت آدمیان خوشبختی وجود دارد؛ و این است خوشبختی امروز من، ای شاگرد و استاد عزیزم، و من با نگرانی آن را اندازه می‌گیرم و باز اندازه می‌گیرم تا ببینم قد من اکنون چقدر است، چون تو خوب می‌دانی که قد آدمی همیشه به یک اندازه نیست.
آه که چگونه روح آدمی بر حسب آب و هوا و سکوت و انزوا یا معاشرانی که در مصاحبتشان بسر می‌برد در تغییر و تحول است.,نیکوس کازانتزاکیس
من در هر چه شک کنم، در این شک نمی توانم کرد که شک می کنم و چون شک می کنم، می اندیشم؛ می اندیشم، پس هستم.,رنه دکارت
قسمت‌هایی از انجیل را که نمی‌فهمم ناراحتم نمی‌کنند. قسمت‌هایی از آن را که می‌فهمم عذابم می‌دهند.,مارک تواین
برای این است که من هستم: چرخ زدن، برافراشتن، پروردن؛ یک پرورنده برزگر و نظم دهنده؛ آن که یک بار به خود اندرز داد: «بشو آن که هستی!»,فردریش نیچه
تا چند حدیثِ پنج و چار ای ساقی
مشکل چه یکی چه صد هزار ای ساقی
خاکیم همه چنگ بساز ای ساقی
بادیم همه باده بیار ای ساقی,حکیم عمر خیام
واپسین سخن: "به‌سلامتی من بنوش! خوب می‌دانی که دیگر توان نوشیدن ندارم.",پابلو پیکاسو
کمبل: ... در سانسکریت که زبان معنوی بزرگ جهان است، سه اصطلاح وجود دارد، که به معنی حاشیه یا محل پریدن به قلمرو امر متعال است: ست، شیت و آناندا. واژه‌ی «ست» به معنی هستی، «شیت» به معنی آگاهی و «آناندا» به معنی سعادت یا وجد است. من با خود فکر کردم، «نمی‌دانم آگاهی من آگاهی درستی است یا نه؛ نمی‌دانم آنچه درباره‌ی هستی خود می‌دانم، به درستی همان هستی من است یا نه؛ اما می‌دانم که وجدم در کجا است. پس بگذار به وجد بچسبم، زیرا آگاهی و هستی مرا به ارمغان خواهد آورد.» فکر می‌کنم این برداشت به خوبی عمل کرده است.
مویرز: آیا هرگز حقیقت را می‌دانیم؟ آیا هرگز آن را پیدا می‌کنیم؟
کمبل: هر شخصی می‌تواند عمق، تجربه، و نوعی اعتقاد به تماس با ست - شیت - آناندای خود، با هستی خود از طریق آگاهی و سعادت را داشته باشد. مذهبی ها به ما می‌گویند تا زمانی که نمیریم و به بهشت نرویم نمی‌توانیم واقعا سعادت را تجربه کنیم. اما به عقیده‌ی من، مادام که زنده هستید تا می‌توانید به این تجربه بپردازید.
مویرز: سعادت اکنون است.
کمبل: در اوقات شگفت انگیزی که در بهشت هستید چنان محو تماشای جمال خداوند خواهید شد که فرصت پرداختن به تجربه‌ی شخصی خویش را نخواهید داشت. بهشت محل تجربه کردن نیست، جای این کار همین جا است.,جوزف کمبل
حقیقت، عروس بی جهیزیه است.,فرانسیس بیکن
«زن‌بودن برای من چه معنایی داشته‌است؟ تا چهل‌سال تمام وانمود می‌کردم که زن بودن تفاوتی ایجاد نمی‌کند. روشنفکر بودم و روشنفکر یعنی روشنفکر. من با روشنفکر شدن، هویت بزرگسالی خود را بر الگوی تعارض و مخالفتی عمدی قرار داده بودم. من به عنوان روشنفکر می‌توانستم احساس حاد زنانه طرد شدگی‌ام را با پناه بردن به سنت فردگرایی افراطی، نه به عنوان یک زن که به عنوان یک فرد، مانع شوم. همان‌گونه که قبلا تن نداده بودم که به من برچسب «کودک» بزنند، حالا نیز خود را «زن» نمی‌دانستم. من، من بودم. وقتی بالاخره شروع به تحقیق کردم تا ببینم زن بارآمدنم به واقع چه تاثیر متفاوتی در سرنوشت من داشته‌است، به یک‌باره همه چیز برایم روشن شد. این دنیا، دنیایی مردانه بود. کودکی من با اسطوره‌هایی گذشته بود که مردان ساخته بودند و واکنش من در برابر آنها اصلا شبیه آن نبود که اگر پسر می‌بودم می‌داشتم. این انقلاب شخصی من در یک جمله خلاصه می‌شود: من که می‌خواستم درباره خودم حرف بزنم، به این نتیجه رسیدم که برای این کار نخست باید وضع زنان را به طور کلی توصیف کنم. جنس دوم خلق شد، من چهل ساله بودم.»,سیمون دوبوار
اگر ملتی انتظار داشته باشد که هم احمق باشد و هم آزاد، این انتظار هیچگاه عملی نشده و نخواهد شد,توماس جفرسون
من و مادرم، ناسازگاری‌ها و کشمکش‌‌های زیادی با هم داشتیم، ولی به نظرم، او از همه‌ی آنها لذت می‌برد.,مارک تواین
تراژدی زندگی اینست که ما خیلی زود پیر می شویم و خیلی دیر خردمند.,بنجامین فرانکلین
دانشمندان، علماء و بزرگان هرکدام نردبانی برای ترقی دارند، لیکن شاعران و هنرمندان، این مدارج را پروازکنان می‌پیمایند.,ویکتور هوگو
چرا از آخرین روز زندگیت می هراسی؟ بیش از روزهای دیگر در مرگت سهیم نیست. آخرین گام خستگی نمی آورد، تنها خستگی را آشکار می کند.,میشل دو مونتینی
بهترین اشخاص کسانی هستند که اگر از آن ها تعریف کردید خجل شوند و اگر بد گفتید سکوت کنند.,جبران خلیل جبران
اگر آدم ها در چشم کسانی که واقعا برایشان مهمند، تصویر دوست داشتنی ای از خود ببینند، خودشان را دوست خواهند داشت.,اروین دیوید یالوم
ترس از عشق، ترس از زندگی است و آنان که از عشق دوری می کنند مردگانی بیش نیستند.,برتراند راسل
روزانه یک کار نیک انجام دهید و پس از انجام دادن یک کار خوب لبخند بزنید و شاهد لبخند دیگران باشید.,دیل کارنگی
حرفش مرا یادِ مصاحبه‌ی تلویزیونی روزنامه‌نگاری ایتالیایی با فیدل کاسترو در سالِ 1987 انداخت. در کمالِ تعجب اشاره‌ای هم به اکولوژی کرد. گفت اجازه نخواهد داد همه‌ی افرادِ ملتش صاحبِ اتومبیل شوند. واضح است که امکانش نیست - نه تنها به لحاظ اقتصادی ، بلکه همچنین به دلایلِ اکولوژیک. همین حالایش هم در دنیا زیاده از حد اتومبیل تولید شده.  کل اروپا دارد در ازدحام این همه اتومبیل خفه می‌شود. در آپارتمانِ کوچکی در پروجا در ایتالیا نشسته بودم. سرِ شب بود، هوا هنوز خیلی گرم بود و عرق روی شقیقه‌هایم راه گرفته بود. اما این حرف که از دهان کاسترو درآمد، تنم یخ کرد. درست در همان لحظه، برای اولین بار در کلماتش ردّ اندیشه توتالیتریِ ترسناکی را در زمینه‌ی اکولوژی دیدم - یا بهتر بگویم، نشانی از استفاده‌ی توتالیتری از اکولوژی. داشت از ملتش می‌خواست حتی پیش از آن که طعم زندگی با استانداردهای بهتر را چشیده باشند، از خواست رسیدن به آن دست بردارند، تا از کره‌ی زمین محافظت کرده باشند. از آنها می‌خواست پیشاپیش از چیزی تبرّی جویند که به عنوانِ معنای پیشرفت ستوده شده بود. به نظرم رسید، آگاهی و هشیاریِ اکولوژیک جامعه‌ای پسا_مصرفی  را از جامعه‌ای فقیر و پیشا_مصرفی انتظار داشتن، چیزی نیست جز کارِ ذهنِ توتالیتر.,اسلاونکا دراکولیچ
مِی‌خور که فلک بهرِ هلاکِ من و تو
قصدی دارد، به جانِ پاکِ من و تو
در سبزه نشین و مِی روشن میخور
کاین سبزه، بسی دمد زِ خاکِ من و تو,حکیم عمر خیام
آن‌گاه که عشق تورا می‌خواند، به‌راهش گام نه! هرچند راهی پرنشیب. آنگاه که تورا زیر گستره بال‌هایش پناه می‌دهد، تمکین کن! هرچند تیغ پنهانش جانکاه. آن‌گاه که با تو سخن آغاز کند، بدو ایمان آور! حتی اگر آوای او رؤیای شیرینت را درهم‌کوبد، مانند باد شرطه که بوستانی را.,جبران خلیل جبران
تعریف دقیقی از خلوت.
خیلی‌ها به اشتباه این کلمه را معادل جداسازی فیزیکی می‌دانند؛ یعنی شاید لازم باشد تا کیلومترها دورتر از انسان های دیگر پیاده‌روی کنید و به کلبه ای متروک برسید. این تعریف ناقصی از جداسازی و خلوت مطرح می‌کند که شاید اجرا کردن‌اش به صورت متناوب و دوره‌ای برای خیلی ها ممکن نباشد. اما خلوت در واقع به اتفاقی مربوط است که در ذهن شما می‌افتد، نه در محیط اطراف‌تان. بر این اساس، این حالتی‌ست که ذهن شما را از گرفتن داده‌های ورودی از ذهنِ دیگران آزاد و رها می‌کند.
شما می‌توانید در یک کافی شاپ شلوغ یا حتی واگن مترو از خلوت‌تان لذت ببرید...
اگر اجازه ورود افکار دیگران را به ذهن‌تان بدهید، خلوت می‌تواند در آرام‌ترین مکان‌ها هم از بین برود. علاوه بر گفت و گوی مستقیم با افراد دیگر، این اطلاعات ورودی می‌تواند شکل‌های دیگری هم داشته باشند؛ خواندنِ کتاب، گوش دادن پادکست، تماشای تلویزیون یا انجام هر فعالیتی که ممکن است توجه شما را به صفحه نمایش یک موبایل هوشمند جلب کند. خلوت شما را وادار می‌کند که از واکنش نشان دادن به اطلاعات ایجاد شده توسط دیگران عبور کنید و به جای آن فقط روی افکار و تجربیاتِ خودتان تمرکز کنید؛ حالا هر جا که هستید.
اما چرا خلوت ارزشمند است؟... بلز پاسکال در اواخر قرن هفدهم نوشت:«همه‌ی مشکلاتِ بشریت از ناتوانی انسان در آرام نشستن به تنهایی در یک اتاق سرچشمه می‌گیرد.» نیم قرن بعد بنجامین فرانکلین در یادداشت هایش به این موضوع پرداخت:«چیزهای خوب زیادی در مورد اهمیت تنهایی خوانده‌ام. من "خلوت" را شفای ذهنی می‌دانم که به شدت بیمار و مشغول است.»
... خلوت مکتبِ نبوغ است.,کال نیوپورت
مهمترین موضوعی که در هوش عاطفی مطرح است، خودآگاهی است. خودآگاهی یعنی اینکه احساسات و عواطف خود را بشناسیم و یک مجموعه‌ی واژگان برای بیان آنها تشکیل دهیم و حلقه‌ی ارتباط میان  اندیشه ها، احساسات و واکنش های خود و پیامد انتخاب های مختلف را مشاهده کنیم و این بصیرت را برای تصمیم گیری در موضوعات مختلف از قبیل مواد مخدر، سیگار کشیدن و سکس به کار بریم. خودآگاهی همچنین  شناخت نقاط ضعف و قوت خویش است. اینکه خویشتن را از دیدگاهی مثبت و واقعی به دور از هر نوع غلو و خودبزرگ‌بینی مشاهده کنیم.
موضوع دیگر کنترل احساسات است: درک این که پشت هر احساس چه چیز نهفته است. برای مثال حسادت است که ما را خشمگین کرده است یا عاملی دیگر در کار است. اینکه یادبگیریم چگونه با نگرانی، خشم و غمِ خود مقابله کنیم و بیاموزیم مسوولیتِ خود را در مورد تصمیمات و اعمالِ خود بپذیریم  و در قبالِ آنها متعهد باشیم.,دنیل گلمن
بعضی متخصصان معتقدند که عبارت اصلی یونانی «خود را بشناس» به معنی آن است که «بدان فقط یک انسان هستی». یعنی همان طور که ما در روان کاوی می‌گوییم، آنچه باید «پذیرفت» یا «با آن کنار آمد»، میل کودکانه‌ی ما به بازی در نقش خدا و نیاز همه‌جایی‌مان به اینکه طوری با ما رفتار کنند که انگار خداییم.,رولو می
من شاید به آنچه که حقیقتاً مورد علاقه‌ام است مطمئن نیستم، اما به آنچه که مورد علاقه‌ام نیست کاملاً اطمینان دارم.,آلبر کامو
آگاهی تمام عیار از خطر - یا دلمشغولی مدام به آن - خطری بزرگ‌تر از همه خطرهایی است که ما را تهدید می‌کنند. حرف من این نیست که ما در جهانی زندگی می‌کنیم که آکنده از خطر نیست. مثلا کاملا روشن است که گرم شدن زمین می‌تواند پیامدهای بسیار هولناکی برای تمامی کره زمین داشته باشد. در بسیاری از شهرهای بزرگ افراد در زمان های معینی از شبانه روز باید از رفت‌و‌آمد در برخی از ناحیه‌های شهر بپرهیزند. چون با این خطر مواجه هستند که مورد حمله قرار گیرند و احتمال آن هم کم نیست؛ و باید در موقع رد شدن از جاده و خیابان حتما به دو طرف آن نگاه کرد و مواظب بود. پدیده‌های گوناگونی هستند که باید مراقبشان باشیم و از آنها بترسیم. اما مساله اینجاست که به نظر می‌رسد ما همه چیز را از منظر ترس می‌بینیم.,لارس اسوندسن
حقیقت آن‌قدر قیمتی است که همیشه باید با سپاهی از دروغ حفظ شود.,وینستون چرچیل
عشق میان والدین، موجب عشق و مهربانی نسبت به فرزندان می‌شود. گاهی داستانهایی می‌شنویم درباره والدینی که عشق فراوانشان نسبت به یکدیگر، همه‌ی عشق موجود در خانه را می‌بلعد و تنها عشقی نیم سوز و نه چندان آتشین برای بچه‌ها بر جای می‌گذارد. ولی این نگاه اقتصادی دودوتا چهارتا به عشق بی‌معناست. عکس آن صحیح است: فرد هرچه بیشتر عاشق باشد، رفتاری محبت‌آمیز نسبت به فرزندان و به همه درپیش می‌گیرد. ...
اعتماد نخستینی که لازمه‌ی عشق به دیگران و باور داشتن عشق دیگران نسبت به خود و یا عشق به زندگی ست، در کودکانی که از عشق مادر محرومند، شکل نمی‌گیرد. آنها در بزرگسالی با دیگران احساس غریبی می‌کنند و به درون خود می‌گریزند و زندگی‌شان به رابطه‌ای خصمانه و رقابت با دیگران می‌گذرد. 
 ,اروین دیوید یالوم
ای چرخِ فلک خرابی از کینه‌ی توست
بیدادگری شیوه‌ی دیرینه‌ی توست
ای خاک، اگر سینه‌ی تو بشکافند
بس گوهرِ قیمتی که در سینه‌ی توست,حکیم عمر خیام
ما باید تصمیم بگیریم برای چه چیزی ارزش قائل هستیم و چه چیز ارزش مبارزه را دارد و سپس باید برای آن بجنگیم. اگر این کار مهم را نکنیم قافیه را به کسانی که به چیزهای پست‌تر باور دارند، می‌بازیم؛ و در مقابل آنهایی شکست خواهیم خورد که به ارزش زندگی و آزادی اعتقادی ندارند و برای تحمیل تصورات تیره و تارشان به بشریت، مبارزه می‌کنند.,گری کاسپارف
آزادی، دریایی متلاطم و طوفانی است، مردان ترسو آرامش استبداد را بر این طوفان ترجیح می‌دهند.,توماس جفرسون
همدردی از احساسات صاحب منصبانه است: آن را به بهای ارزان، بعد از وقوع بلایا، به دست می آورند. ولی دوستی به این سادگی نیست. به مرور ایام و با رنج بسیار به دست می آید، اما چون به دست آمد، دیگر راهی برای خلاصی از آن وجود ندارد. باید در برابرش سینه سپر کرد.,آلبر کامو
اگر ملتی انتظار داشته باشد که هم احمق باشد و هم آزاد، این انتظار هیچگاه عملی نشده و نخواهد شد,توماس جفرسون
انسان هویت خود را در قصدمندی و اراده تجربه می‌کند.«من» آن منِ «من می‌توانم» است. دکارت در جمله‌ی مشهور «من فکر می‌کنم، پس هستم» اشتباه کرده، زیرا هویت، حاصل تفکر و عقلانی‌گری نیست. فرمول دکارت، مهم‌ترین  متغیر را کنار گذاشته؛ او از روی فکر به هویت جست زده در حالی که آنچه در اصل اتفاق می‌افتد متغیر بینابینی «من می‌توانم» است. ‌کی‌یرکگور به همین ترتیب، راه حل بیش از حد ساده شده و عقلانی‌گرای هگل را که می‌گوید «بالقوگی به فعلیت منجر می‌شود» به سخره می‌گیرد وقتی می‌گوید بالقوگی به فعلیت منجر می‌شود ولی متغیر بینابینی‌اش اضطراب است. می‌توانیم اینگونه بیانش کنیم که «بالقوگی به صورت چیزی متعلق به من تجربه می‌شود - قدرتِ من، پرسشِ من - و اینکه به فعلیت منجر شود یا نه، تا حدود زیادی به من بستگی دارد: اینکه کجا عمل کنم و کجا مکث.» آنچه در تجربه انسانی روی می‌دهد این است: «من دریافت می‌کنم، من می‌توانم، من اراده می‌کنم، من هستم.» و «من می‌توانم» و «من اراده می‌کنم»، تجربیات لازم برای هویتند. این مسأله ما را از این موضع توجیه ناپذیر در درمان که بیمار اول حس هویت پیدا می‌کند و بعد عمل می‌کند، می‌رهانَد. برعکس، او هویت را حین عمل یا دست کم در امکان انجام عمل تجربه می‌کند.,رولو می
همه چیز کشف شده است، مگر چگونه زیستن.,ژان پل سارتر
ماکیاولی اطمینان زیادی به توانایی شهریار برای حکومت کردن از طریق ترسی دارد که ناشی از قدرت او برای اعمال قهر و خشونت به اتباعش است. هابز با ماکیاولی هم‌عقیده نیست و فکر نمی‌کند فرمانفرما بتواند تنها با کمک ترس حکومت کند. در نظر هابز، اتباع هم باید از خودشان اشتیاقی به تسلیم و تبعیت نشان دهند، چون به نفع آنان است. بنابراین، ترس سیاسی صرفا چیزی نیست که از بالا بر شهروندان تحمیل شود. به‌عکس، ترس سیاسی یک فرایند جمعی است که هم شامل اشتیاق و آمادگی افراد می شود و هم شامل نهادهایی اجتماعی نظیر کلیسا است. افراد همدیگر را می‌پایندو اعمال همدیگر را رصد می‌کنند و به همدیگر درباره عواقب برهم زدن نظم اجتماعی هشدار می‌دهد. حکومت جبارانه - یعنی همان حکومتی که هابز از آن دفاع می‌کند - نمی‌تواند دوام بیاورد مگر اینکه همه شهروندان آگاه باشند که دیگر شهروندان آنان را می‌پایند و اعمالشان را رصد می‌کنند و می‌توانند آنها را به حکومت لو دهند.,لارس اسوندسن
بعضی متخصصان معتقدند که عبارت اصلی یونانی «خود را بشناس» به معنی آن است که «بدان فقط یک انسان هستی». یعنی همان طور که ما در روان کاوی می‌گوییم، آنچه باید «پذیرفت» یا «با آن کنار آمد»، میل کودکانه‌ی ما به بازی در نقش خدا و نیاز همه‌جایی‌مان به اینکه طوری با ما رفتار کنند که انگار خداییم.,رولو می
اگر روزی یا شبی، شبحی دزدانه در خلوت ترین لحظات تنهایی، سراغتان بیاید و بگوید: «عمری که حالا می گذرانید و تاکنون گذرانده اید، بارها و بارها خواهید گذراند، هیچ چیز تازه ای در آن نخواهد بود، بلکه هر غم و شادی، هر فکر و هر آهی و هر بی نهایت بزرگ و کوچکی در زندگی، به همین ترتیب و توالی، به سویتان باز می گردد؛ حتی این عنکبوت و این مهتاب لای درختان و حتی این لحظه و من.
ساعت شنی ابدی وجود، بارها و بارها وارونه می شود و تو همراه آن مثل یکی از دانه های شنی!»
با شنیدن این حرف چه می کنید؟ آیا خود را به زمین نمی اندازید و دندان به هم نمی سایید و شبحی که این حرف را زده لعن و نفرین نمی کنید؟ یا شما که این تجربه جنون آسا را کرده اید، به او پاسخ می دهید: «تو خدایی و من هرگز چیزی از این الهی تر نشنیده ام.»
اگر این فکر برایتان به صورت دغدغه درآید، یا شما را به آنچه هستید تبدیل می کند، یا شاید در هم بشکند.,فردریش نیچه
هنگام صبوح ای صنم فرّخ پِی
برساز ترانه‌ای و پیش‌آور مِی
کافکند به خاک صد هزاران جَم و کِی
این آمدنِ تیرمه و رفتنِ دِی,حکیم عمر خیام
آنگاه پی بردم که، دست کم، من در سراسر این سال‌های دراز، طاعون‌زده بوده‌ام و با وجود این با همهٔ صمیمیتم گمان کرده‌ام که بر ضد طاعون می‌جنگم. دانستم که بطور غیرمستقیم مرگ هزاران انسان را تأیید کرده‌ام و با تصویب اعمال و اصولی که ناگزیر این مرگ‌ها را به دنبال دارند، حتی سبب این مرگ‌ها شده‌ام.,آلبر کامو
یک لحظه وضعیت کودکی را در نظر بگیرید که کاری برای پدر و مادرش انجام داده است، او با این اقدام انتظار پاداش دارد. می‌دانیم پاداش واقعی هدیه‌ی مادی نیست، بلکه قدردانی والدین از کودک است. در بزرگسالی از آنجا که دیگر والدین حضور ندارند که با خیرخواهی خود پاداش ما را بدهند و دیگران هم بی اعتنا هستند، خود را با مواد مخدر و اشیا و انواع مسکن‌ها دلداری می‌دهیم. فراموش می‌کنیم که جوهر یک پاداش، اساسا در توجهی است که دریافت می‌شود.
جستجوی افراطی رابطه‌ی جنسی، خوراک یا مشروب نشانگر شخصیتی است که تشنه‌ی قدردانی است و پرده از خلائی درونی برمی‌دارد که مشکل می‌توان با آن مواجه شد. در واقع آن قدر به این پاداش های ناچیز وابسته می‌شویم که در نهایت با علاقه به دفاع از آنها می‌پردازیم، تا حدی که شک می‌کنیم چیزهای دیگری هم هست که موجب رضایت بیشتر و پایدارتر می‌شود.
جبران، موجب اعتیاد به چیزهایی می‌شود که دیگر نمی‌توانیم از آن ها بگذریم، چرا که می‌ترسیم که اگر آن ها را ترک کنیم، دیگر هیچ چیز نداشته باشیم.,گی کورنو
پاییز بهار دیگری است که در آن هر برگ یک گل است.,آلبر کامو
هرگز در میان موجودات، مخلوقی که برای کبوتر شدن آفریده شده، کرکس نمی شود. این ویژگی در میان هیچیک از مخلوقات نیست جز آدمیان.,ویکتور هوگو
خِشتِ سرِ خُم ز ملکتِ جَم خوشتر
بوی قدح از غذای مریم خوشتر
آهِ سحری ز سینه‌ی خَمّاری
از ناله‌ی بوسعید و اَدهم خوشتر,حکیم عمر خیام
هر چقدر هم که استراتژی زیبا باشد، شما باید گهگاه به نتایج آن هم نگاهی بیاندازید,وینستون چرچیل
خوشبختی میان خانهٔ شماست، بیهوده آن را در باغ بیگانگان می‌جویید.,مارکوس اورلیوس
امروز تو را دسترسِ فردا نیست
و اندیشه فردات، به جز سودا نیست
ضایع مکن این دم ار دلت شیدا نیست
کاین باقی عمر را بها پیدا نیست,حکیم عمر خیام
یکی از قویترین امیال آدمی، میل او به تسلط بر روح دیگران است.,ناپلئون بناپارت
آدمیان محصول عشق را تنها بعد از غیبت یار و تلخی صبر و تیرگی یاس درو خواهند کرد.,جبران خلیل جبران
برگ‌های کتاب به منزله بال‌هایی هستند که روح ما را به عالم روشنایی پرواز می‌دهند.,فرانسوا ولتر
...گورستان هایمان را در جوار کلیساها و مکان های شهری پررفت و آمد می سازیم تا(به گفته لوکورگوس) مردمان معمولی، زنان و کودکان را عادت دهیم با دیدن یک مرده سراسیمه نشوند و دیگر اینکه لازم است مشاهده مدام استخوان ها، گورها و تشییع کنندگان جنازه، ما را به یاد وضعیتمان بیاندازد...زمانی تصور می شد کشتار و خونریزی بر جذبه جشن ها می افزاید. غذا را با منظره جنگاوران مسلح در می آمیختند و گلادیاتورها در میان جام ها بر زمین می افتادند تا خون فراوانشان بر همان سفره بریزد...و مصریان در پایان جشن هایشان، تندیس بزرگی از مرگ به میهمانان نشان می داند و مردی بانگ می زد:"بنوشید و شاد باشید، چرا که وقتی بمیرید شما نیز چنین خواهید بود." این شد که من نیز این عادت را پدید آوردم که مرگ را همواره حاضر بدانم، نه فقط در تصوراتم، بلکه در دهانم. در هیچ چیز به اندازه مرگ انسانها مشتاقانه کندوکاو نکرده ام: چه حرفها، نگاهها و رفتاری در آن لحظه دارند، به هیچ موضوع تاریخی دیگری با این دقت نپرداخته ام. این مطلب را از فراوانی مثالهای روشنی که دارم می توان دریافت. حقیقتا علاقه خاصی به این موضوع دارم. اگر ناشر بودم فهرستی از انواع مرگ را با توضیحات گرد می آوردم. آنکه مردن را به انسان ها بیاموزد، زیستن را به آنها آموخته است.,میشل دو مونتینی
هیچ مشکلی را، از سطح تفکری که آن را باعث شده است نمی توان حل کرد.,آلبرت اینشتین
اگر «چرا»ی خویش را برای زندگی داشته باشیم، با هر «چگونه»ای خواهیم ساخت.,فردریش نیچه
روان درمانی مسیری است که فرد را به سوی معنی عمیق زندگی می‌برد. زمینه را آماده می‌کند. برای تغییر باید، ژرفای تاریک احساساتمان را ببینیم. در این تاریکی‌ها باید با آرزوهای واپس زده و ضربه های دوران کودکی مواجه شد.
